연번,과제명,사업명,공고명,세부공고명,사업년도,주관기관,관리기관,전문기관,산업기술분류
2873,재생발전원 증가에 따른 전력계통 불안전 문제 해소를 위한 전기차충전소 연계 전력계통 안정화설비(500kW급) 적용 및 최적 운영기술 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,파이온일렉트릭,중소기업기술정보진흥원,중소기업기술정보진흥원,에너지ㆍ자원>스마트 그리드>지능형 전력망-배전>전지전력저장
2874,RWD기반 AI 건강 주치의 기술 및 서비스 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 휴니버스글로벌,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>의료정보 및 시스템>기타 의료 정보 및 시스템
2875, AI 전처리 기반 글로벌 패션 공급사–이커머스 연계 공급-수요 최적화 미들웨어 SW 개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 구하다 ,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2876, 생성AI 기술 기반 신발 디자인 지원 시스템 개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 크리스틴컴퍼니 ,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2877, 희귀난치 CNS 유전질환치료제 개발을 위한 인공지능 기반의 AAV 운반체 개발과 DOE 기반의 공정설계 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 아바타테라퓨틱스 ,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>의약 바이오>유전자치료제
2878, 초박막 폴리머 증착 기술을 적용한 전고체 배터리용 고내구성 리튬음극 소재개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 딥스마텍 ,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>전지>이차전지
2879," 차세대 고휘도 스마트워치를 위한 OLED용 고성능, 고효율의 PMIC 개발 ",중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 비욘드테크 ,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>반도체소자및시스템>SoC
2880, 퇴행성 뇌질환의 조기진단 및 병기 모니터링을 위한 다차원-다중 바이오마커 고감도 면역분석 플랫폼 개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 앱솔로지 ,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>융합 바이오>바이오진단기기
2881, 차세대 anti-cMET x anti-EGFR 이중항체-약물접합체(ADC)의 임상 개발 후보물질 선정 및 비임상 연구 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 카나프테라퓨틱스 ,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>의약 바이오>항체의약품
2882, 인체 유래 아커만시아 뮤시니필라를 이용한 마이크로바이옴 기반 모발 건강용 개별인정형 건강기능식품 개발  ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 엔테로바이옴 ,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>산업 바이오>기능성 식품소재
2883, 전기차 충전 긴급출동 서비스용 이동형 7kW급 수소연료전지 파워팩 개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , ㈜호그린에어 ,중소기업기술정보진흥원,중소기업기술정보진흥원,에너지ㆍ자원>신재생에너지>수소>신에너지발전
2884, 음폐유와 효소를 활용한 바이오디젤(해상유) 생산기술 개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 주식회사 케이오에스 ,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>산업 바이오>바이오매스
2885,  2mS/cm급 글래스 세라믹 고체전해질 습식양산기술 개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 솔리비스 ,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>금속 재료>에너지소재기술
2886, 온디바이스 생성형 AI 지원을 위한 NPU용 Full-Stack SDK 개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 주식회사 모빌린트 ,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>임베디드 SW
2887, 인공지능을 활용한 데이터 해석 애널리틱스 솔루션 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 스냅컴퍼니 ,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2888, 소상공인을 위한 상점 물류 풀필먼트 자동화 솔루션 상용화 기술개발 및 사업화 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 벨루가브루어리 ,중소기업기술정보진흥원,중소기업기술정보진흥원,지식서비스>유통/ 물류 / 마케팅서비스>시장조사/마케팅관리기술
2889, 객체 탐지 및 이동경로 추적을 위한 인공지능 기반 다중 카메라 감시 시스템 개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 주식회사 지오비전 ,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2890, 세포 배양육 생산용 500 L급 산업용 세포 배양기의 개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 팡세 ,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>산업/일반 기계>기타 산업/일반기계 관련기술
2891, 역유전학 SAVE기술을 이용한 1.5형 북미형 PRRSV 백신 개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 바이오포아 ,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>의약 바이오>백신
2892, 비침습 심부온도계 개발을 위한 RF IC기반 온도계 모듈 개발 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 이지템 ,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>계측 기기>계측센서 및 부품
2893," SDR기반의 통합형 자율비행 및 이상감지, 진단 시스템 개발 ",중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , ㈜프리뉴 ,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>항공/우주 시스템>고정익/회전익 항공기 전기전자시스템
2894, 클라우드 기반의 생성 AI 상담솔루션이 탑재된 약국 경영 통합 POS 시스템 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 주식회사 참약사 ,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>가정용기기및전자응용기기>정보가전기기
2895, 치아교정치료를 위한 인공지능형 임상의사결정 지원 솔루션 고도화 및 서비스 시스템 구축 ,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 , 이노디테크 ,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>치료기기및 진단기기>기타 치료기기
2896,화재·폭발 위험 원천 차단 이차전지용 3중 열관리 소재 기술개발,중소기업기술혁신개발(일반),고위험·고성과 R&D 프로젝트(DCP),고위험·고성과 R&D 프로젝트(DCP),2024 ,엔도로보틱스,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>치료기기및 진단기기>수술용 로봇
2897,최소 침습 수술을 위한 고굴절 유연 수술 로봇 플랫폼 개발,중소기업기술혁신개발(일반),고위험·고성과 R&D 프로젝트(DCP),고위험·고성과 R&D 프로젝트(DCP),2024 ,에스비티엘첨단소재,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>전지>이차전지
2898,필드 로보틱스 AI 및 기능 집적 엣지 레벨 기반의 로봇-산업 시스템 AI conversion solution,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,(주)디스펙터,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇 제어 및 지능화기술
2899,데이터센터용 AI기반 이상 예측·감지 및 통합 관리솔루션,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,(주)데이톤,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2900,생성형 양자 인공지능 기술이 적용된 약물 설계 플랫폼 고도화 및 SaaS 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 인세리브로,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>의약 바이오>기타 의약바이오 제품/기술
2901,제조 분야 디지털 트랜스포메이션을 위한 프로세스 마이닝 융합 AI 기반 스마트 팩토리 운영 기술 개발 및 실증 연구,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,퍼즐데이터,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2902,인공지능 검색 증강 생성 고도화를 위한 관광 콘텐츠 어그리게이터,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 누아,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2903,무인 자율농작업 트랙터를 위한 환경 인식 및 작업열 추종 시스템 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 아그모,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>산업/일반 기계>농업기계
2904,AI 기반 방사성의약품 치료계획 수립 소프트웨어 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 레이메드,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2905,레벨 4이상 협력자율주행 지원을 위한 5G-V2X 모뎀 가속기 반도체 및 노변기지국 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,(주)에티포스,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>자동차/철도차량>전기 및 전자장치
2906,2차전지 검사공정 성능 향상을 위한 차세대 머신비전조명 시스템 및  Deep-Learning 알고리즘 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,엘라이트,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>전지>이차전지
2907,환자 맞춤형 인공지능 기반 수술 내비게이션 기술사업화,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,(주)휴톰,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇 제어 및 지능화기술
2908,자동차 사이버보안 규제 만족을 위한 기존 차량용 반도체 대상 보안전용 코어 가상화(Virtual HSM) 기술 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,페스카로,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>지식정보보안>융합보안
2909,저밀도·절연 방열필러 적용 고방열 경량 방열접착제 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 소울머티리얼,중소기업기술정보진흥원,중소기업기술정보진흥원,세라믹>세라믹 공정 기술>분체 및 원료합성기술
2910,특수차량용 고기능성 탄소소재 차폐 고전압 케이블 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,에이치지솔루션,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>중전 기기>전선
2911,전기차 폐배터리 이차전지 재사용을 고려한 무방전 해체 로봇 AI 솔루션 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,토트,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇/자동화기계 관련 IT·SW
2912,"제조 산업용 딥러닝 머신비전 기술 혁신 및 도입 가속화를 위한 지도/비지도 혼합 학습 알고리즘, Polyview 광학 기술, MLOps 플랫폼 개발",중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사아이브,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇/자동화기계 관련 IT·SW
2913,이종 배터리 ESS를 위한 BMS 연구 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 시너지,중소기업기술정보진흥원,중소기업기술정보진흥원,에너지ㆍ자원>스마트 그리드>지능형 전력망-배전>기계식 에너지저장
2914,양산 라이다-카메라 센서융합 솔루션 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,뷰런테크놀로지,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>자동차/철도차량>차량 지능화 기술
2915,"EV 베어링의 내하중성 향상을 위한, 고압쇄강도(1700kgf 이상) 특성의 자원순환형 질화규소 볼(Si3N4 Ball) 국산화",중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,첨단랩,중소기업기술정보진흥원,중소기업기술정보진흥원,세라믹>세라믹 공정 기술>기타 세라믹공정기술
2916,무바늘 약물전달장치의 효율성이 증대된 액츄에이터 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,바즈바이오메딕,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>치료기기및 진단기기>기타 치료기기
2917,일상 운동 보조가 가능한 초경량 웨어러블 로봇 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 위로보틱스,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇 설계기술
2918,드론 양산라인에서 운용되는 품질검사 자동화 시스템 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,위플로,중소기업기술정보진흥원,중소기업기술정보진흥원,지식서비스>연구개발/엔지니어링 서비스>제품품질 관리기술
2919,첨단 모빌리티 및 스마트 디바이스 모듈에 적용되는 나노(10nm~100nm급) 구조체를 갖는 웨이퍼 레벨 옵틱스 기술개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,옵토전자,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>광응용기기>광부품
2920,바이오마커 기반 치매 조기진단 솔루션 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,뷰브레인헬스케어,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>치료기기및 진단기기>지능형 판독시스템
2921,AI 기반 단백질디자인을 통한 항염증성 IL10-항체 융합단백질 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,메디맵바이오 주식회사,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>의약 바이오>항체의약품
2922,화학단백체학을 활용한 면역질환 타겟 발굴 및 신약후보물질 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,바이온사이트,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>의약 바이오>단백질의약품
2923,국가 재난형 동물감염병 FMDV(구제역)예방 바이러스유사입자(VLP) 차세대백신개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,왓슨알앤디,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>의약 바이오>백신
2924,부작용 없는 신경병증성 통증 치료 펩타이드 비임상 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,루다큐어 주식회사,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>의약 바이오>원료의약품
2925,AI 기반 실시간 데이터 인텔리전스 및 멀티·하이브리드 클라우드 오케스트레이션 최적화,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,플랜아이,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>Internet SW
2926,합성데이터 기반 데이터 결합 솔루션 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 큐빅,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2927,"전장 부품(LiDAR 센서, 이차전지)의 안정성 및 성능 유지를 위한 제습 모듈 개발",중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,(주)티케이이엔에스,중소기업기술정보진흥원,중소기업기술정보진흥원,화학>정밀 화학>기타 합성응용제품
2928,자동차내장재용 재생수지함량 인지성 HDPE 재생수지 사용 친환경 PP 신소재 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 애니켐,중소기업기술정보진흥원,중소기업기술정보진흥원,화학>고분자재료>고분자 재활용기술
2929,보조 부위 조절과 보행 분석 기능이 추가된 안전한 의료용 웨어러블 로봇슈트 H-Medi+,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,(주)휴로틱스,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>기능복원/보조 및 복지기기>재활훈련기기
2930,"모바일 RGB 카메라 페이셜 트레킹 및 TTE(Text to Emotion), ETF(Emotion to Facial)을 이용한 실시간 AI Persona Avatar Facial Expression",중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,오버더핸드,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
2931,400Layer급 고 성능 고 신뢰성 스택 액추에이터 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 스택,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>금속 재료>기계/전자부품소재기술
2932,LTCC 패키지를 이용한 6G 이동통신용 전력증폭기 모듈 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사와이테크,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>정보통신 모듈 및 부품>이동통신 모듈 및 부품
2933,다자유도 내시경 치료 기구 및 전동식 제어 모듈 개발을 통한 로봇형 치료 내시경 플랫폼 구축,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,메디인테크,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>치료기기및 진단기기>기타 치료 및 진단기기
2934,10MW급 해상풍력기 기반 개별(분산)탑재형 수소플랜트 생산/저장/운송 일체형 통합시스템 기술개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 콤스,중소기업기술정보진흥원,중소기업기술정보진흥원,에너지ㆍ자원>신재생에너지>풍력
2935,비발화성 친환경 물 배터리용 셀룰로스 기반 분리막 양산기술 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,코스모스랩,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>전지>이차전지
2936,System on chip내의 DFT system design 자동화 솔루션 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,잇다반도체,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>반도체소자및시스템>SoC
2937,복합 폐플라스틱의 화학적 선별 및 재생단량체 제조,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,테라클,중소기업기술정보진흥원,중소기업기술정보진흥원,화학>화학 제품>기타 화학제품
2938,폐배터리(EV) 재활용을 위한 해체 자동화 설비 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,(주)제이엘티,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇 제어 및 지능화기술
2939,연골 분화 기술을 통한 천연 콘드로이틴 황산 대량 생산 기술 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 심플플래닛,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>산업 바이오>기능성 식품소재
2940,SAR 및 Lidar 센서를 활용한 디지털트윈 기반 모니터링 시스템 구축,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 스텔라비전,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>항공/우주 시스템>항공/우주 시스템 관련 IT·SW
2941,이차전지 실리콘계(Si/SiOx@C) 음극재 사업화를 위한 10kg/batch급 고에너지 밀링 장비 및 양산 공정기술 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,에스머티리얼,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>전지>이차전지
2942,래브라도 서버 솔루션 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 래브라도랩스,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>지식정보보안>정보보안
2943,차량용 반도체 기능 안전 설계 플랫폼 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 보스반도체,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>반도체소자및시스템>SoC
2944,빅데이터와AI를 활용한 스마트폰 시장 Data tracking 및 forecast 모델 고도화,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,카운터포인트리서치 주식회사,중소기업기술정보진흥원,중소기업기술정보진흥원,지식서비스>유통/ 물류 / 마케팅서비스>시장조사/마케팅관리기술
2945,클라우드 기반 생성형 AI를 이용한 신약개발 AI assistant 개발 및 신약후보물질 발굴,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 히츠,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>Internet SW
2946,XR인터페이스를 갖춘 고속 3차원 무선 구강 스캐너 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,(주)이노쓰리디,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>기능복원/보조 및 복지기기>신체 기능 복원기기
2947,반도체 PKG TEST공정 초저온 미니 챔버용 Zero GWP 냉각장치 개발,중소기업기술혁신개발(일반),2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024년도 스케일업 팁스 기업 지원계획 통합 공고,2024 ,주식회사 차고엔지니어링,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>반도체장비>기타 반도체장비
